Customer_ID,Transaction_ID,Purchase_Date,Purchase_Amount,Payment_Method,Product_Category,Total_Purchases,Average_Order_Value,Repeat_Purchase_Rate,Time_Between_Purchases,Session_Duration,Pages_Visited,Bounce_Rate,Browsing_Frequency,Click_Through_Rate,Ad_Clicks,Product_Link_Clicks,Navigation_Path_Count,Search_Keywords_Count,Search_Frequency,Product_Relevance_Score,Search_to_Purchase_Ratio,Age,Gender,Income_Level,Occupation,Education_Level,Location,Email_Open_Rate,Response_Rate,Chatbot_Interactions,Feedback_Score,Support_Request_Frequency,Customer_Value_Score,Engagement_Score,Loyalty_Score,Churn_Risk_Score,Customer_Segment
CUST_02175,TXN_002175,2024-03-31 14:00:00,11436.26,Cash on Delivery,Books,36,11317.18,0.022,172,15.96,66,0.737,89,0.369,38,26,21,31,23,0.501,0.235,28,Other,Middle,Employee,Bachelor,Semi-Urban,0.92,0.747,21,3.86,1,29.03,52.96,30.68,34.66,Low_Value_Customer
CUST_02176,TXN_002176,2024-03-31 15:00:00,41868.35,Credit Card,Electronics,8,5481.92,0.738,89,36.37,2,0.728,82,0.212,52,32,13,20,61,0.897,0.641,29,Female,Middle,Business Owner,High School,Urban,0.315,0.289,19,3.22,19,55.73,23.25,47.95,67.7,Inactive_Customer
CUST_02177,TXN_002177,2024-03-31 16:00:00,14035.88,Debit Card,Toys,77,3815.64,0.307,135,31.26,18,0.853,35,0.697,45,89,27,8,69,0.681,0.395,45,Other,Low,Student,Diploma,Urban,0.511,0.21,22,4.02,3,47.28,36.98,54.84,58.56,Low_Value_Customer
CUST_02178,TXN_002178,2024-03-31 17:00:00,32179.81,Wallet,Grocery,88,8681.99,0.82,117,35.9,64,0.042,44,0.016,26,36,2,42,16,0.924,0.24,23,Male,Middle,Homemaker,Master,Metro,0.816,0.595,24,4.11,1,73.26,45.25,79.02,17.95,Low_Value_Customer
CUST_02179,TXN_002179,2024-03-31 18:00:00,34738.11,UPI,Beauty,46,8210.54,0.219,52,59.62,46,0.832,14,0.211,0,87,29,3,63,0.733,0.62,26,Female,Low,Employee,Master,Rural,0.663,0.851,49,3.16,17,49.68,57.49,37.98,54.87,Low_Value_Customer
CUST_02180,TXN_002180,2024-03-31 19:00:00,25681.47,Cash on Delivery,Fashion,114,13121.7,0.487,13,59.47,69,0.755,56,0.741,43,57,27,9,36,0.591,0.634,66,Other,High,Business Owner,High School,Urban,0.547,0.111,49,4.02,22,68.28,59.38,72.83,80.71,Medium_Value_Customer
CUST_02181,TXN_002181,2024-03-31 20:00:00,15335.0,Wallet,Grocery,64,10172.44,0.042,32,21.02,9,0.504,84,0.828,3,30,22,13,65,0.109,0.08,28,Male,Lower Middle,Employee,Doctorate,Semi-Urban,0.418,0.357,25,2.48,16,35.01,38.28,32.75,58.49,Low_Value_Customer
CUST_02182,TXN_002182,2024-03-31 21:00:00,10710.95,Credit Card,Books,31,6385.78,0.878,39,29.12,14,0.16,58,0.379,30,46,31,24,59,0.385,0.977,29,Male,Low,Student,Doctorate,Urban,0.64,0.833,15,4.05,23,44.96,42.76,64.41,37.61,Low_Value_Customer
CUST_02183,TXN_002183,2024-03-31 22:00:00,1756.15,Cash on Delivery,Home Decor,23,9787.06,0.183,78,53.99,68,0.522,43,0.705,55,65,16,11,14,0.661,0.458,46,Other,Middle,Homemaker,High School,Urban,0.722,0.18,22,3.84,27,22.16,58.37,33.23,71.04,Inactive_Customer
CUST_02184,TXN_002184,2024-03-31 23:00:00,15266.93,UPI,Toys,61,11277.21,0.296,63,8.49,65,0.192,59,0.695,14,85,18,27,35,0.996,0.806,52,Other,Lower Middle,Homemaker,Bachelor,Semi-Urban,0.489,0.469,43,4.64,2,45.78,51.77,52.83,30.82,Low_Value_Customer
CUST_02185,TXN_002185,2024-04-01 00:00:00,32692.82,Net Banking,Fashion,81,14066.2,0.475,20,62.29,40,0.917,55,0.659,0,81,1,42,46,0.564,0.343,31,Male,Lower Middle,Homemaker,Master,Urban,0.425,0.781,49,1.78,4,57.97,65.8,51.52,50.89,Potential_Customer
CUST_02186,TXN_002186,2024-04-01 01:00:00,46921.41,UPI,Sports,50,10593.5,0.273,16,16.92,22,0.676,37,0.717,7,19,37,49,47,0.695,0.699,61,Other,Upper Middle,Student,Diploma,Semi-Urban,0.487,0.387,26,4.18,25,63.34,39.18,46.4,71.99,Inactive_Customer
CUST_02187,TXN_002187,2024-04-01 02:00:00,43573.1,Debit Card,Beauty,46,8203.7,0.049,158,76.71,15,0.57,34,0.805,46,81,3,8,55,0.941,0.35,54,Other,Upper Middle,Freelancer,Diploma,Urban,0.365,0.161,47,2.68,9,51.02,50.15,28.78,53.84,Low_Value_Customer
CUST_02188,TXN_002188,2024-04-01 03:00:00,38326.63,Cash on Delivery,Beauty,88,5657.4,0.038,105,36.74,25,0.775,46,0.055,5,28,3,31,68,0.205,0.205,61,Other,Middle,Retired,Doctorate,Urban,0.356,0.153,35,3.66,28,60.57,23.22,45.49,80.04,Inactive_Customer
CUST_02189,TXN_002189,2024-04-01 04:00:00,39443.52,Cash on Delivery,Fashion,43,13383.11,0.937,147,20.65,64,0.511,48,0.312,58,24,9,13,49,0.58,0.512,51,Male,High,Employee,Master,Semi-Urban,0.39,0.155,8,1.4,29,61.3,37.41,57.02,69.24,Inactive_Customer
CUST_02190,TXN_002190,2024-04-01 05:00:00,33282.75,Net Banking,Toys,10,11908.54,0.326,101,60.44,51,0.067,90,0.599,26,74,12,38,45,0.808,0.093,21,Other,Low,Business Owner,Master,Semi-Urban,0.057,0.585,0,3.59,18,43.09,62.33,33.91,34.18,Low_Value_Customer
CUST_02191,TXN_002191,2024-04-01 06:00:00,13088.31,Net Banking,Home Decor,95,1250.0,0.334,74,50.31,32,0.253,40,0.174,25,99,38,39,29,0.444,0.54,27,Male,Lower Middle,Homemaker,Diploma,Semi-Urban,0.755,0.753,6,4.15,12,52.04,47.15,61.82,32.15,Low_Value_Customer
CUST_02192,TXN_002192,2024-04-01 07:00:00,45369.03,Cash on Delivery,Toys,109,10523.16,0.905,72,16.3,42,0.933,20,0.456,1,11,35,9,29,0.63,0.177,29,Female,Lower Middle,Employee,Doctorate,Urban,0.391,0.785,11,2.42,1,84.37,48.68,80.09,45.94,High_Value_Customer
CUST_02193,TXN_002193,2024-04-01 08:00:00,33569.54,Debit Card,Electronics,20,8127.37,0.821,78,74.62,17,0.81,42,0.534,12,7,24,9,6,0.736,0.047,41,Female,High,Freelancer,Bachelor,Metro,0.383,0.684,41,3.56,16,55.6,56.49,56.47,56.83,Low_Value_Customer
CUST_02194,TXN_002194,2024-04-01 09:00:00,28065.99,Net Banking,Electronics,16,1644.29,0.676,158,41.34,34,0.882,72,0.151,29,91,34,0,49,0.788,0.766,18,Female,Low,Employee,Bachelor,Rural,0.868,0.555,41,2.04,25,43.29,39.76,41.91,66.28,Inactive_Customer
CUST_02195,TXN_002195,2024-04-01 10:00:00,5638.37,Credit Card,Beauty,78,8517.92,0.649,106,14.55,69,0.102,64,0.585,6,62,3,44,50,0.338,0.609,69,Female,Lower Middle,Freelancer,Bachelor,Urban,0.916,0.036,32,1.77,17,41.74,41.13,57.56,50.77,Low_Value_Customer
CUST_02196,TXN_002196,2024-04-01 11:00:00,22408.07,Cash on Delivery,Books,3,2968.34,0.787,162,71.86,47,0.243,23,0.042,33,66,34,19,16,0.284,0.687,46,Male,Low,Student,Bachelor,Semi-Urban,0.438,0.549,23,4.24,18,44.9,49.42,53.56,38.03,Low_Value_Customer
CUST_02197,TXN_002197,2024-04-01 12:00:00,23071.88,UPI,Books,30,10651.36,0.174,167,12.88,42,0.069,51,0.034,32,96,27,17,4,0.929,0.985,57,Male,Lower Middle,Student,Doctorate,Semi-Urban,0.819,0.235,44,2.91,26,35.86,23.43,30.26,47.75,Low_Value_Customer
CUST_02198,TXN_002198,2024-04-01 13:00:00,43241.72,UPI,Home Decor,18,4249.07,0.654,49,87.16,50,0.783,99,0.633,26,60,5,40,63,0.121,0.575,56,Female,Lower Middle,Freelancer,Bachelor,Urban,0.459,0.184,48,3.35,23,57.9,60.26,48.16,78.33,Inactive_Customer
CUST_02199,TXN_002199,2024-04-01 14:00:00,27377.75,Debit Card,Beauty,59,2340.12,0.105,101,40.32,53,0.173,12,0.558,22,74,26,34,8,0.824,0.306,26,Other,High,Employee,Doctorate,Semi-Urban,0.791,0.72,44,1.34,10,40.03,59.71,28.11,27.18,Low_Value_Customer
CUST_02200,TXN_002200,2024-04-01 15:00:00,19081.99,Credit Card,Electronics,70,1321.4,0.133,120,65.81,14,0.395,51,0.652,39,83,16,7,58,0.299,0.091,67,Other,High,Employee,Doctorate,Semi-Urban,0.387,0.153,40,3.13,18,42.91,42.78,41.39,57.57,Low_Value_Customer
CUST_02201,TXN_002201,2024-04-01 16:00:00,48842.34,Net Banking,Beauty,84,7412.91,0.245,133,41.23,67,0.263,3,0.022,15,93,13,11,64,0.787,0.477,33,Other,Lower Middle,Employee,Master,Rural,0.22,0.486,29,2.87,28,68.7,45.09,48.65,50.57,Low_Value_Customer
CUST_02202,TXN_002202,2024-04-01 17:00:00,5624.96,Cash on Delivery,Toys,35,3074.56,0.699,105,17.69,20,0.885,7,0.075,42,27,7,33,18,0.583,0.025,21,Male,Upper Middle,Student,Diploma,Metro,0.805,0.649,30,3.46,6,37.05,29.26,55.47,50.67,Low_Value_Customer
CUST_02203,TXN_002203,2024-04-01 18:00:00,21185.17,UPI,Fashion,19,12841.4,0.876,43,68.47,61,0.582,37,0.268,22,95,27,33,32,0.55,0.197,39,Other,Middle,Homemaker,Doctorate,Rural,0.328,0.319,25,1.62,15,41.96,52.76,48.68,60.91,Low_Value_Customer
CUST_02204,TXN_002204,2024-04-01 19:00:00,2197.03,UPI,Books,26,144.72,0.68,47,26.75,23,0.762,20,0.097,24,14,26,32,49,0.41,0.58,31,Other,High,Freelancer,Master,Urban,0.899,0.668,6,4.3,4,34.54,33.74,56.28,47.35,Low_Value_Customer
CUST_02205,TXN_002205,2024-04-01 20:00:00,37021.22,UPI,Books,35,12670.22,0.414,145,61.74,23,0.576,88,0.289,6,55,3,20,58,0.931,0.874,55,Other,Lower Middle,Student,Doctorate,Rural,0.187,0.111,29,4.71,7,57.07,34.34,50.32,54.61,Low_Value_Customer
CUST_02206,TXN_002206,2024-04-01 21:00:00,45912.02,UPI,Sports,76,7864.28,0.508,19,23.91,21,0.586,58,0.481,38,79,11,21,17,0.263,0.896,44,Male,Lower Middle,Business Owner,Bachelor,Rural,0.529,0.215,10,1.67,29,66.31,30.6,50.84,77.17,Inactive_Customer
CUST_02207,TXN_002207,2024-04-01 22:00:00,14073.86,Wallet,Fashion,72,13839.97,0.701,174,22.46,44,0.37,89,0.474,51,4,5,4,1,0.148,0.668,38,Other,High,Employee,High School,Rural,0.193,0.17,13,4.23,3,54.56,36.09,70.19,40.68,Low_Value_Customer
CUST_02208,TXN_002208,2024-04-01 23:00:00,42931.25,Debit Card,Sports,57,3148.71,0.605,117,41.71,5,0.235,19,0.087,1,61,12,23,69,0.598,0.609,69,Male,Middle,Employee,High School,Urban,0.291,0.183,16,4.35,10,69.45,19.9,62.58,44.57,Low_Value_Customer
CUST_02209,TXN_002209,2024-04-02 00:00:00,14681.69,Net Banking,Home Decor,101,1623.88,0.524,56,73.65,52,0.337,27,0.07,24,3,34,49,37,0.194,0.522,43,Other,Lower Middle,Employee,Doctorate,Rural,0.257,0.227,8,2.53,13,53.6,44.13,63.07,52.71,Low_Value_Customer
CUST_02210,TXN_002210,2024-04-02 01:00:00,45547.43,Cash on Delivery,Electronics,49,9411.88,0.24,154,55.61,73,0.287,77,0.047,44,26,25,49,28,0.619,0.398,62,Male,Low,Employee,Diploma,Rural,0.237,0.81,37,3.34,19,58.95,59.68,40.59,33.02,Low_Value_Customer
CUST_02211,TXN_002211,2024-04-02 02:00:00,37722.7,Cash on Delivery,Home Decor,10,10630.24,0.608,142,6.76,39,0.66,86,0.749,35,3,31,22,3,0.569,0.59,31,Male,Lower Middle,Homemaker,Bachelor,Rural,0.941,0.092,11,1.92,18,46.83,35.09,36.84,67.45,Inactive_Customer
CUST_02212,TXN_002212,2024-04-02 03:00:00,40264.85,Cash on Delivery,Home Decor,85,5651.52,0.028,92,66.31,22,0.407,36,0.65,13,63,16,25,45,0.703,0.444,23,Female,Lower Middle,Retired,Master,Metro,0.103,0.416,42,3.75,10,61.25,51.94,44.66,44.99,Low_Value_Customer
CUST_02213,TXN_002213,2024-04-02 04:00:00,998.53,Net Banking,Electronics,113,303.83,0.553,132,52.6,69,0.527,60,0.702,40,80,20,49,59,0.881,0.83,66,Other,Low,Retired,Master,Metro,0.927,0.756,20,1.71,18,45.14,72.62,63.63,43.43,Potential_Customer
CUST_02214,TXN_002214,2024-04-02 05:00:00,48144.24,Debit Card,Grocery,105,6163.74,0.806,131,56.5,68,0.735,23,0.026,17,13,31,46,6,0.421,0.224,53,Male,Upper Middle,Student,Doctorate,Urban,0.096,0.474,24,4.24,7,88.79,49.44,84.06,50.06,High_Value_Customer
CUST_02215,TXN_002215,2024-04-02 06:00:00,36360.88,Credit Card,Grocery,109,3583.43,0.184,79,32.47,21,0.261,84,0.613,3,0,37,45,43,0.632,0.36,37,Other,Lower Middle,Student,High School,Rural,0.86,0.143,15,2.94,27,65.2,34.48,53.85,62.96,Low_Value_Customer
CUST_02216,TXN_002216,2024-04-02 07:00:00,15307.08,Debit Card,Beauty,106,5277.3,0.121,150,50.5,5,0.408,30,0.542,13,72,18,13,64,0.553,0.378,53,Female,High,Business Owner,Bachelor,Urban,0.883,0.447,0,3.8,29,51.03,40.32,54.76,56.7,Low_Value_Customer
CUST_02217,TXN_002217,2024-04-02 08:00:00,41486.79,UPI,Grocery,29,7650.64,0.951,112,34.1,61,0.498,83,0.092,52,30,16,28,54,0.26,0.653,33,Male,High,Student,Diploma,Metro,0.099,0.439,25,1.42,8,59.57,41.81,53.6,44.7,Low_Value_Customer
CUST_02218,TXN_002218,2024-04-02 09:00:00,14147.91,UPI,Fashion,95,10564.89,0.828,50,8.25,77,0.061,91,0.499,30,11,5,49,16,0.449,0.867,30,Other,Middle,Freelancer,Bachelor,Rural,0.425,0.612,25,3.62,18,61.07,54.13,78.93,36.0,Low_Value_Customer
CUST_02219,TXN_002219,2024-04-02 10:00:00,43650.42,Debit Card,Books,104,14452.06,0.303,10,76.15,11,0.153,39,0.064,21,7,23,42,41,0.562,0.521,39,Other,Middle,Retired,Master,Metro,0.183,0.56,41,2.5,0,70.12,40.19,54.95,28.0,Low_Value_Customer
CUST_02220,TXN_002220,2024-04-02 11:00:00,5717.76,Debit Card,Sports,71,2245.6,0.212,98,61.34,67,0.07,66,0.391,6,61,32,10,58,0.174,0.919,64,Other,Low,Business Owner,Bachelor,Urban,0.686,0.868,48,3.95,7,37.84,69.45,48.94,16.8,Potential_Customer
CUST_02221,TXN_002221,2024-04-02 12:00:00,35213.93,Net Banking,Books,98,10230.5,0.334,16,60.67,68,0.717,34,0.584,21,98,19,23,39,0.289,0.012,60,Male,Lower Middle,Freelancer,Master,Rural,0.291,0.682,20,4.39,8,69.0,69.75,63.89,50.41,Medium_Value_Customer
CUST_02222,TXN_002222,2024-04-02 13:00:00,27080.85,Net Banking,Home Decor,98,3574.85,0.428,37,18.24,9,0.292,9,0.062,3,22,23,46,58,0.506,0.964,65,Male,Lower Middle,Business Owner,Doctorate,Metro,0.012,0.141,36,2.79,3,60.39,12.95,59.65,46.43,Low_Value_Customer
CUST_02223,TXN_002223,2024-04-02 14:00:00,4917.07,Wallet,Books,94,3388.5,0.806,100,60.06,51,0.407,85,0.439,21,64,5,7,60,0.666,0.994,52,Female,Low,Homemaker,High School,Rural,0.714,0.588,19,3.24,9,52.78,58.3,75.86,38.55,Low_Value_Customer
CUST_02224,TXN_002224,2024-04-02 15:00:00,12170.5,Cash on Delivery,Beauty,68,9539.96,0.242,22,21.65,60,0.642,84,0.59,34,64,30,4,43,0.66,0.115,47,Other,Low,Homemaker,Doctorate,Urban,0.33,0.159,4,4.4,5,43.56,43.49,51.51,60.64,Low_Value_Customer
CUST_02225,TXN_002225,2024-04-02 16:00:00,718.96,Wallet,Home Decor,105,11662.39,0.709,122,62.19,45,0.918,72,0.052,16,77,4,24,7,0.312,0.626,69,Other,Middle,Employee,Diploma,Rural,0.485,0.768,49,4.22,19,53.59,51.84,80.08,58.15,Low_Value_Customer
CUST_02226,TXN_002226,2024-04-02 17:00:00,23491.52,Cash on Delivery,Electronics,94,14669.03,0.911,32,30.68,60,0.772,50,0.741,39,57,39,36,52,0.961,0.103,29,Other,Low,Student,High School,Urban,0.141,0.067,27,2.79,2,66.53,47.47,77.81,64.9,Low_Value_Customer
CUST_02227,TXN_002227,2024-04-02 18:00:00,15133.14,UPI,Toys,89,11555.58,0.378,172,15.02,58,0.064,85,0.308,19,45,3,36,37,0.342,0.269,30,Other,Middle,Freelancer,Diploma,Semi-Urban,0.038,0.647,11,2.54,13,48.02,46.17,53.78,24.11,Low_Value_Customer
CUST_02228,TXN_002228,2024-04-02 19:00:00,29958.04,Wallet,Books,78,2443.99,0.035,81,81.66,76,0.297,80,0.274,8,95,23,36,42,0.519,0.082,22,Male,Lower Middle,Student,Doctorate,Rural,0.803,0.22,43,2.14,21,47.59,58.78,34.85,56.8,Low_Value_Customer
CUST_02229,TXN_002229,2024-04-02 20:00:00,14932.17,Wallet,Grocery,24,3458.5,0.813,73,10.31,54,0.056,1,0.112,0,91,13,25,19,0.584,0.845,27,Male,Lower Middle,Employee,Master,Metro,0.047,0.068,20,2.12,15,39.07,24.24,50.12,48.36,Low_Value_Customer
CUST_02230,TXN_002230,2024-04-02 21:00:00,15065.96,Credit Card,Toys,43,11444.71,0.697,33,68.8,49,0.068,2,0.838,48,61,30,31,31,0.421,0.797,45,Female,Upper Middle,Freelancer,Doctorate,Semi-Urban,0.398,0.772,4,2.69,8,43.31,74.67,53.87,24.05,Potential_Customer
CUST_02231,TXN_002231,2024-04-02 22:00:00,37185.34,Debit Card,Electronics,95,7952.12,0.155,120,10.06,13,0.13,69,0.496,22,35,22,16,16,0.592,0.323,46,Other,Lower Middle,Homemaker,Diploma,Metro,0.852,0.535,38,1.62,14,57.74,32.63,42.01,33.5,Low_Value_Customer
CUST_02232,TXN_002232,2024-04-02 23:00:00,2502.33,Net Banking,Beauty,117,4501.58,0.589,97,61.94,21,0.312,35,0.5,34,96,9,47,50,0.44,0.588,48,Female,Lower Middle,Retired,High School,Urban,0.682,0.733,42,1.53,6,47.37,54.59,65.34,28.54,Low_Value_Customer
CUST_02233,TXN_002233,2024-04-03 00:00:00,45154.46,Wallet,Sports,39,7129.57,0.81,130,10.82,21,0.228,74,0.522,45,90,10,0,29,0.56,0.137,52,Other,High,Retired,High School,Rural,0.848,0.846,32,2.67,10,65.57,43.77,57.13,23.71,Low_Value_Customer
CUST_02234,TXN_002234,2024-04-03 01:00:00,42627.97,Net Banking,Fashion,92,13731.83,0.186,14,46.29,27,0.341,45,0.361,27,96,17,44,50,0.632,0.281,21,Other,High,Homemaker,Bachelor,Metro,0.659,0.436,28,2.47,16,63.97,41.22,46.62,51.41,Low_Value_Customer
CUST_02235,TXN_002235,2024-04-03 02:00:00,33423.45,Cash on Delivery,Grocery,25,11358.43,0.226,101,17.73,69,0.783,10,0.332,58,2,8,1,47,0.204,0.695,29,Male,Lower Middle,Retired,Master,Metro,0.874,0.623,14,1.02,13,37.23,50.36,21.43,53.94,Low_Value_Customer
CUST_02236,TXN_002236,2024-04-03 03:00:00,29701.76,Wallet,Electronics,83,6815.4,0.206,61,78.13,55,0.76,63,0.471,13,19,33,43,20,0.739,0.056,26,Other,Middle,Employee,Bachelor,Metro,0.529,0.586,18,1.27,3,49.47,65.32,38.8,48.13,Potential_Customer
CUST_02237,TXN_002237,2024-04-03 04:00:00,44625.89,Cash on Delivery,Sports,68,14710.25,0.978,65,36.73,65,0.34,26,0.149,57,63,16,6,22,0.769,0.33,24,Other,Lower Middle,Freelancer,Diploma,Rural,0.459,0.663,40,3.84,20,79.32,50.82,78.15,45.07,High_Value_Customer
CUST_02238,TXN_002238,2024-04-03 05:00:00,9347.98,Wallet,Toys,34,11943.63,0.233,86,2.37,16,0.63,79,0.505,43,98,29,5,25,0.174,0.263,21,Other,Upper Middle,Freelancer,Master,Rural,0.397,0.332,6,3.38,23,29.84,26.58,36.14,66.48,Inactive_Customer
CUST_02239,TXN_002239,2024-04-03 06:00:00,4040.56,UPI,Books,96,187.48,0.269,30,56.91,22,0.36,3,0.428,21,36,20,38,12,0.142,0.626,37,Male,Low,Homemaker,Master,Urban,0.37,0.281,25,3.37,5,42.32,40.41,55.61,46.67,Low_Value_Customer
CUST_02240,TXN_002240,2024-04-03 07:00:00,12051.56,Credit Card,Grocery,89,1774.27,0.056,27,40.62,20,0.373,79,0.134,27,61,18,24,66,0.775,0.6,43,Female,High,Employee,High School,Metro,0.799,0.558,7,3.74,18,43.03,34.83,46.9,49.82,Low_Value_Customer
CUST_02241,TXN_002241,2024-04-03 08:00:00,39749.46,Cash on Delivery,Home Decor,119,8354.13,0.964,64,77.52,49,0.645,46,0.665,58,13,6,8,64,0.957,0.72,28,Male,Lower Middle,Retired,Master,Urban,0.323,0.861,29,4.77,9,91.16,75.0,97.12,40.69,High_Value_Customer
CUST_02242,TXN_002242,2024-04-03 09:00:00,1830.05,Debit Card,Fashion,86,5314.32,0.249,33,39.55,72,0.371,39,0.073,46,74,28,44,49,0.448,0.994,21,Female,Low,Employee,Master,Rural,0.924,0.303,11,2.93,16,36.55,42.89,49.69,55.4,Low_Value_Customer
CUST_02243,TXN_002243,2024-04-03 10:00:00,29182.06,Debit Card,Books,53,12207.13,0.713,53,37.59,46,0.526,80,0.212,3,40,16,20,19,0.905,0.927,21,Female,Low,Homemaker,Doctorate,Urban,0.17,0.598,7,1.26,15,51.72,45.07,50.28,50.03,Low_Value_Customer
CUST_02244,TXN_002244,2024-04-03 11:00:00,49772.33,UPI,Toys,92,13445.74,0.036,80,41.41,49,0.118,50,0.152,34,65,12,22,18,0.869,0.397,19,Female,Upper Middle,Student,High School,Urban,0.3,0.625,27,1.75,4,63.81,46.24,37.02,24.27,Low_Value_Customer
CUST_02245,TXN_002245,2024-04-03 12:00:00,42799.24,UPI,Sports,55,3685.7,0.77,138,77.53,66,0.516,60,0.395,39,3,19,28,64,0.282,0.259,67,Female,High,Business Owner,Diploma,Semi-Urban,0.192,0.026,27,1.09,7,62.38,52.69,52.29,55.45,Low_Value_Customer
CUST_02246,TXN_002246,2024-04-03 13:00:00,26120.14,Debit Card,Grocery,115,11472.96,0.738,155,53.23,62,0.707,87,0.605,5,9,8,11,38,0.636,0.795,23,Male,Middle,Employee,Bachelor,Metro,0.175,0.197,41,4.08,18,74.03,54.21,83.46,65.22,Inactive_Customer
CUST_02247,TXN_002247,2024-04-03 14:00:00,3275.68,Cash on Delivery,Books,53,8077.42,0.092,165,60.57,63,0.845,19,0.213,16,70,37,39,22,0.115,0.669,21,Male,Lower Middle,Homemaker,Doctorate,Semi-Urban,0.103,0.513,20,2.54,24,25.0,54.66,31.84,65.02,Inactive_Customer
CUST_02248,TXN_002248,2024-04-03 15:00:00,41585.54,Debit Card,Fashion,18,5940.31,0.129,130,65.12,32,0.148,10,0.137,37,18,9,14,24,0.893,0.257,60,Other,Lower Middle,Freelancer,Doctorate,Urban,0.911,0.25,1,2.73,16,44.38,37.76,24.06,43.79,Low_Value_Customer
CUST_02249,TXN_002249,2024-04-03 16:00:00,29989.03,Credit Card,Sports,117,11823.02,0.296,94,84.44,13,0.396,4,0.485,47,70,39,21,44,0.569,0.206,25,Male,Upper Middle,Employee,High School,Metro,0.482,0.273,5,2.87,7,64.77,46.47,60.32,46.28,Low_Value_Customer
CUST_02250,TXN_002250,2024-04-03 17:00:00,5835.16,Wallet,Home Decor,7,8517.36,0.354,110,75.54,42,0.467,97,0.569,33,26,17,25,39,0.963,0.224,29,Other,Low,Freelancer,Doctorate,Urban,0.484,0.258,15,4.59,23,26.68,54.78,39.15,61.66,Low_Value_Customer
CUST_02251,TXN_002251,2024-04-03 18:00:00,4783.48,Credit Card,Toys,63,9565.73,0.77,43,83.53,10,0.861,39,0.809,40,33,16,41,41,0.412,0.829,25,Other,Middle,Freelancer,Doctorate,Rural,0.752,0.223,17,4.02,23,46.56,52.13,69.27,80.22,Inactive_Customer
CUST_02252,TXN_002252,2024-04-03 19:00:00,45490.38,Debit Card,Home Decor,75,1027.59,0.069,147,31.55,47,0.252,77,0.521,31,68,36,40,35,0.121,0.767,35,Female,High,Freelancer,Master,Semi-Urban,0.224,0.645,17,2.67,20,59.98,52.6,37.98,37.97,Low_Value_Customer
CUST_02253,TXN_002253,2024-04-03 20:00:00,33493.09,Wallet,Electronics,42,8829.61,0.641,115,20.12,69,0.166,75,0.487,30,39,21,3,36,0.358,0.232,37,Female,Middle,Freelancer,High School,Semi-Urban,0.552,0.189,6,3.89,1,58.44,44.05,57.34,34.58,Low_Value_Customer
CUST_02254,TXN_002254,2024-04-03 21:00:00,41481.41,Debit Card,Toys,11,4580.6,0.232,99,19.1,60,0.143,43,0.407,13,93,18,6,15,0.401,0.596,53,Other,High,Retired,Bachelor,Rural,0.262,0.864,30,3.42,11,46.69,55.83,29.59,22.75,Low_Value_Customer
CUST_02255,TXN_002255,2024-04-03 22:00:00,43961.05,Credit Card,Beauty,119,7450.08,0.381,11,77.34,61,0.156,72,0.245,44,39,27,38,60,0.543,0.513,52,Other,High,Student,Master,Metro,0.508,0.772,49,4.79,1,82.51,65.97,73.9,22.52,High_Value_Customer
CUST_02256,TXN_002256,2024-04-03 23:00:00,28631.44,Credit Card,Electronics,9,3407.96,0.012,52,74.92,58,0.827,93,0.809,12,25,19,23,34,0.239,0.356,62,Other,Middle,Employee,High School,Metro,0.417,0.591,18,3.78,12,33.87,73.94,22.0,58.33,Potential_Customer
CUST_02257,TXN_002257,2024-04-04 00:00:00,25920.57,Cash on Delivery,Fashion,35,9255.69,0.292,126,58.89,25,0.593,98,0.607,48,72,30,4,31,0.709,0.397,48,Female,Lower Middle,Employee,High School,Metro,0.406,0.751,43,4.09,15,45.0,58.12,42.34,43.72,Low_Value_Customer
CUST_02258,TXN_002258,2024-04-04 01:00:00,21578.33,Cash on Delivery,Toys,101,2297.29,0.176,122,6.6,71,0.405,37,0.408,38,50,28,30,56,0.168,0.717,53,Other,Upper Middle,Business Owner,Diploma,Rural,0.064,0.178,35,1.93,28,49.66,38.67,46.15,65.39,Inactive_Customer
CUST_02259,TXN_002259,2024-04-04 02:00:00,15915.63,Credit Card,Electronics,87,1931.27,0.499,32,29.31,62,0.825,85,0.457,2,34,37,17,56,0.309,0.404,28,Male,Lower Middle,Homemaker,Bachelor,Metro,0.829,0.587,3,3.9,29,54.57,53.62,64.84,73.65,Inactive_Customer
CUST_02260,TXN_002260,2024-04-04 03:00:00,21786.34,Wallet,Sports,97,2907.33,0.163,80,66.34,61,0.29,18,0.815,20,5,5,27,1,0.105,0.844,44,Other,Low,Business Owner,Doctorate,Rural,0.576,0.656,19,3.53,11,53.35,74.27,52.46,35.19,Potential_Customer
CUST_02261,TXN_002261,2024-04-04 04:00:00,38716.59,Cash on Delivery,Grocery,65,12280.22,0.821,29,23.12,45,0.882,29,0.418,12,60,36,44,23,0.586,0.81,68,Other,Upper Middle,Retired,Doctorate,Metro,0.602,0.693,39,1.65,18,64.72,48.26,60.05,63.47,Low_Value_Customer
CUST_02262,TXN_002262,2024-04-04 05:00:00,30135.98,Cash on Delivery,Sports,84,599.66,0.866,36,56.54,27,0.723,94,0.844,10,88,38,45,33,0.293,0.188,57,Female,Lower Middle,Business Owner,Master,Urban,0.89,0.872,4,4.9,17,74.12,67.04,83.64,51.31,Medium_Value_Customer
